username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
mscoffeebrown;2015-12-06 15:59;0;1;"#salon #celebrity #happy #hair #cut #eyelash #hairstyle #color #instagood #jewelry #music #vegas … https://www.instagram.com/p/--Dz4TFpv9/";;;#salon #celebrity #happy #hair #cut #eyelash #hairstyle #color #instagood #jewelry #music #vegas;"673653065493422080";https://twitter.com/mscoffeebrown/status/673653065493422080
colelikesboys;2015-12-06 15:59;0;3;"Pretty sure my life is close to perfect rn and I would have been far from saying that 3 years ago #crazy #happy 😌";;;#crazy #happy;"673653031880273920";https://twitter.com/colelikesboys/status/673653031880273920
The_Style_Swag;2015-12-06 15:59;0;0;"#love , #instagood , #me , #tbt , #cute , #follow , #followme , #photooftheday , #happy , #tagsforlikes , #beautiful , #girl , …";;;#love #instagood #me #tbt #cute #follow #followme #photooftheday #happy #tagsforlikes #beautiful #girl;"673653020350095360";https://twitter.com/The_Style_Swag/status/673653020350095360
greenpwrmonitor;2015-12-06 15:59;0;0;"#bouquet #flowers #love #joy #greenspace #greenpower #sunday #xoxo by maximartorell on Dec… http://bit.ly/1LXmrKs";;;#bouquet #flowers #love #joy #greenspace #greenpower #sunday #xoxo;"673653015572815872";https://twitter.com/greenpwrmonitor/status/673653015572815872
hitmanhaze205;2015-12-06 15:59;0;0;"having fun and loving life ..what's it aww about ... #happy holidays 🎅🏽 🎄 🏂";;;#happy;"673653009096798208";https://twitter.com/hitmanhaze205/status/673653009096798208
FrancoisCorreia;2015-12-06 15:59;0;0;"#christmas #store #London #urban #shop #window #ribbons #happiness @The Third Space Marylebone https://www.instagram.com/p/--DxrnB3MY/";;@The;#christmas #store #London #urban #shop #window #ribbons #happiness;"673652989924671488";https://twitter.com/FrancoisCorreia/status/673652989924671488
fusionatl;2015-12-07 15:59;0;0;"Reasons for #joy : "God had given me a family who loves Him, and I will never take that for granted" #fusionatl http://fb.me/4Y64WTjmR";;;#joy #fusionatl;"674015486288375808";https://twitter.com/fusionatl/status/674015486288375808
Rototrader;2015-12-07 15:59;0;0;"@Browns #satisfied What a joke";;@Browns;#satisfied;"674015445528244225";https://twitter.com/Rototrader/status/674015445528244225
paulssanto;2015-12-07 15:59;0;0;"Thank you for the Love !!!! #follow #thankyouforfollows #thankyouforlikes #love #happy #friends … https://www.instagram.com/p/_AokthRRdq/";Manhattan, NY;;#follow #thankyouforfollows #thankyouforlikes #love #happy #friends;"674015393409732608";https://twitter.com/paulssanto/status/674015393409732608
RadiusChurchLA;2015-12-07 15:59;0;0;"Make a difference in someone's life to day. #give #NoStringsAttached #love #joy #community #lovedelivered https://twitter.com/mrjosephbarkley/status/673969984482226177";;;#give #NoStringsAttached #love #joy #community #lovedelivered;"674015381397200897";https://twitter.com/RadiusChurchLA/status/674015381397200897
